id,model,fuel_percent,online,ignition,speed_mode,speed,signal_level,satellites,voltage,firmware_version,sim_operator,qr,status_group,alarms,updated,address,latitude,longitude,geozone,idle_time,calibration,company,imei_id,imei,iccid,color,roller,modification,created_at,hidden,summon_mode
1589,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🟡 32,🔴 0 sat,"1,962 V",SCO2-1.63,SIM,QR 1589,-,Yes,🔴 >10 min,,53.440828,56.042526,,3 месяца,42-53V,Стерлитамак [ИП Токтонова] [+],1010040815024589,,897010287662382753,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1036,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🟢 97,🔴 0 sat,49 V,SCO2-1.66,SIM,QR 1036,на линии,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Красноярск [ИП Якимова Агент ИП Сикорский],1010040815024036,,897010287662380583,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1046,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,11 км/ч,🟢 74,🔴 0 sat,145 V,SCO2-1.67,SIM,QR 1046,на линии,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Красноярск [ИП Якимова Агент ИП Сикорский],1010040815024046,,89701018293076481215,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1452,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🟡 36,🟢 10 sat,766 V,SCO2-1.63,SIM,QR 1452,на линии,No,🔴 >10 min,,56.029368,92.912180,,3 месяца,42-53V,Красноярск [ИП Якимова Агент ИП Сикорский],1010040815024452,,897010287662381920,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1529,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 55,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1529,на линии,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Красноярск [ИП Якимова Агент ИП Сикорский],1010040815024529,,897010287662381771,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1618,Экоскат Кашалот,95 %,Нет,Нет,5️⃣,0 км/ч,🟢 84,🟢 28 sat,"52,766 V",SCO2-1.63,SIM,QR 1618,на линии,No,🔴 >10 min,,56.041291,92.917746,Красноярск | Взлетка,3 месяца,42-53V,Красноярск [ИП Якимова Агент ИП Сикорский],1010040815024618,,89701018293035567021,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1619,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,18 км/ч,🟢 52,🔴 0 sat,97 V,SCO2-1.67,SIM,QR 1619,на линии,No,🔴 >10 min,,56.030385,92.907516,,3 месяца,42-53V,Красноярск [ИП Якимова Агент ИП Сикорский],1010040815025239,,89701018293076481223,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1065,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,4 км/ч,🟢 55,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1065,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024065,,897010287662380831,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1066,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 55,🔴 0 sat,"1,311 V",SCO2-1.72,SIM,QR 1066,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024066,,897010287662380385,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1068,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,18 км/ч,🟡 48,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1068,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024068,,897010287662380484,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1071,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,5 км/ч,🟢 58,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1071,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024071,,897010287662380351,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1076,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,5 км/ч,🟢 52,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1076,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024076,,897010287662381003,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1079,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🟢 71,🟢 28 sat,0 V,SCO2-1.72,Wi-Fi,QR 1079,-,No,🔴 >10 min,,57.141503,65.562923,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024079,,897010223894093637,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1149,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,7 км/ч,🟢 55,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1149,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024149,,897010287662384510,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1151,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,3 км/ч,🟢 61,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1151,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024151,,897010287662384023,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1420,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,11 км/ч,🟡 45,🔴 0 sat,"1,010 V",SCO2-1.72,SIM,QR 1420,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],"1,01004E+15",,897010287662381953,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1506,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 81,🔴 0 sat,"6,347 V",SCO2-1.72,SIM,QR 1506,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 2 [ИП Глушкова Агент СЗ Чепель],1010040815024506,,897010287662381938,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1094,Экоскат Кашалот,52 %,Нет,Нет,5️⃣,20 км/ч,🟢 90,🟢 29 sat,"48,115 V",SCO2-1.72,SIM,QR 1094,-,Yes,🔴 >10 min,,54.995053,73.289378,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024094,,8970199191018638829,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1100,Экоскат Кашалот,47 %,Нет,Нет,5️⃣,18 км/ч,🟢 55,🟢 31 sat,"47,439 V",SCO2-1.72,SIM,QR 1100,-,Yes,🔴 >10 min,,54.997070,73.287410,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],"1,01004E+15",,8970199191018638837,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1821,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,6 км/ч,🟢 65,🟢 28 sat,0 V,SCO2-1.72,SIM,QR 1821,-,Yes,🔴 >10 min,,54.999125,73.288393,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024821,,89701018295098413472,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1823,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,19 км/ч,🟢 68,🟢 22 sat,"1,112 V",SCO2-1.72,SIM,QR 1823,-,Yes,🔴 >10 min,,54.914951,73.456970,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024823,,897010287771909678,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1824,Экоскат Кашалот,38 %,Нет,Нет,5️⃣,0 км/ч,🟢 78,🟢 27 sat,"46,280 V",SCO2-1.72,SIM,QR 1824,-,Yes,🔴 >10 min,,54.972933,73.383225,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024824,,897010287771908191,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1838,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟡 20,🟢 25 sat,0 V,SCO-5.30,SIM,QR 1838,-,Yes,🔴 >10 min,,54.988963,73.287837,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815021975,,897010287687521856,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1839,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,10 км/ч,🟢 74,🟢 31 sat,0 V,SCO2-1.72,SIM,QR 1839,-,Yes,🔴 >10 min,,54.997485,73.286618,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024839,,89701018292503453557,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1841,Экоскат Кашалот,96 %,Нет,Да,5️⃣,4 км/ч,🟢 74,🟢 29 sat,"52,801 V",SCO2-1.73,Wi-Fi,QR 1841,-,Yes,🔴 >10 min,,54.969941,73.421346,Омск | Парк ВЛКСМ,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024841,,897010287771908035,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1847,Экоскат Кашалот,67 %,Нет,Нет,5️⃣,0 км/ч,🟡 48,🟢 7 sat,"50,146 V",SCO2-1.72,SIM,QR 1847,-,Yes,🔴 >10 min,,54.989375,73.286781,,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024847,,89701018293041470350,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1849,Экоскат Кашалот,97 %,Нет,Да,5️⃣,3 км/ч,🟢 84,🟢 26 sat,"52,884 V",SCO2-1.72,Wi-Fi,QR 1849,-,Yes,🔴 >10 min,,54.970166,73.421835,Омск | Парк ВЛКСМ,3 месяца,42-53V,Омск Юрент 1 [ИП Есипов Агент ИП Лепина],1010040815024849,,897010287687523522,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1104,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟡 45,🟢 8 sat,0 V,SCO2-1.72,SIM,QR 1104,на линии,No,🔴 >10 min,,51.952768,85.966713,,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024104,,8970199191018639041,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1412,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟡 48,🔴 0 sat,"5,099 V",SCO2-1.72,SIM,QR 1412,-,No,🔴 >10 min,,0,0,,2 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024412,,8970199191018639504,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1806,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,2 км/ч,🔴,🟢 17 sat,"1,924 V",SCO2-1.63,SIM,QR 1806,-,No,🔴 >10 min,,52.533256,85.180283,,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024806,,897010287771905569,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1809,Экоскат Кашалот,0 %,Нет,Нет,3️⃣,0 км/ч,🟢 68,🟢 32 sat,677 V,SCO2-1.63,SIM,QR 1809,-,No,🔴 >10 min,,52.536755,85.207000,Бийск | Центральный парк,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024809,,897010287771906807,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1812,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 55,🟢 13 sat,766 V,SCO2-1.63,SIM,QR 1812,-,No,🔴 >10 min,,52.537771,85.210096,Бийск | Центральный парк,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024812,,897010287771907292,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1816,Экоскат Кашалот,64 %,Нет,Нет,5️⃣,0 км/ч,🟡 45,🟢 29 sat,"49,805 V",SCO2-1.63,SIM,QR 1816,-,No,🔴 >10 min,,52.514921,85.164061,,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024816,,897010287771908431,Фиолетовый,Жесткий,Обычный,2025-09-23 13:11:53,❌ No,No
1820,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🟢 58,🟢 30 sat,481 V,SCO2-1.63,SIM,QR 1820,-,No,🔴 >10 min,,52.536838,85.207405,Бийск | Центральный парк,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],"1,01004E+15",,897010287771909751,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1825,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 65,🟢 23 sat,290 V,SCO2-1.63,SIM,QR 1825,-,No,🔴 >10 min,,51.951795,85.960148,Горно-Алтайск | Набережная,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024825,,897010287771908126,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1834,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🔴,🔴 0 sat,"41,990 V",SCO2-1.63,SIM,QR 1834,-,No,🔴 >10 min,,0,0,,2 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024834,,897010287771906724,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1844,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 58,🔴 0 sat,680 V,SCO2-1.63,SIM,QR 1844,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Горно-Алтайск [ИП Рычкова Агент ИП Гунько],1010040815024844,,897010287771908142,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1057,Экоскат Кашалот,98 %,Да,Нет,2️⃣,0 км/ч,🟢 97,🟢 29 sat,"53,028 V",SCO2-1.72,SIM,QR 1057,на линии,Yes,🟢 <5 min,,61.255170,73.452363,Сургут | ТЦ Богатырь,11 минут,42-53V,Сургут 1 [ИП Глушкова Агент СЗ Дорофеев],1010040815024057,,897010287662380393,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1120,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 81,🔴 0 sat,"8,010 V",SCO2-1.63,SIM,QR 1120,-,No,🔴 >10 min,,0,0,,2 месяца,42-53V,Сургут 1 [ИП Глушкова Агент СЗ Дорофеев],"1,01004E+15",,897010223894093702,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1426,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🟡 42,🟢 26 sat,"1,000 V",SCO2-1.63,SIM,QR 1426,-,No,🔴 >10 min,,61.340081,73.295683,,5 месяцев,42-53V,Сургут 1 [ИП Глушкова Агент СЗ Дорофеев],1010040815024426,,897010287662382118,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1482,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,75 км/ч,🟡 36,🔴 0 sat,-98 V,SCO2-1.63,SIM,QR 1482,-,No,🔴 >10 min,,61.349863,73.255816,,2 месяца,42-53V,Сургут 1 [ИП Глушкова Агент СЗ Дорофеев],1010040815024482,,897010287662383157,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1676,Экоскат Кашалот,75 %,Да,Нет,1️⃣,0 км/ч,🟢 100,🟢 30 sat,"51,244 V",SCO2-1.72,SIM,QR 1676,на линии,Yes,🟢 <5 min,,61.255573,73.453068,Сургут | ТЦ Богатырь,5 часов,42-53V,Сургут 1 [ИП Глушкова Агент СЗ Дорофеев],1010040815024676,,897010287662382092,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1084,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,6 км/ч,🟢 68,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1084,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 1 [ИП Глушкова Агент ИП Васильев],1010040815024084,,897010287662380419,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1115,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,5 км/ч,🟢 61,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1115,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 1 [ИП Глушкова Агент ИП Васильев],1010040815024115,,897010287662381821,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1146,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,9 км/ч,🟢 65,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1146,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 1 [ИП Глушкова Агент ИП Васильев],1010040815024146,,897010287662380773,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1153,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,2 км/ч,🟢 68,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1153,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 1 [ИП Глушкова Агент ИП Васильев],1010040815024153,,897010287662384221,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1409,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟢 61,🔴 0 sat,0 V,SCO2-1.72,SIM,QR 1409,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Тюмень Юрент 1 [ИП Глушкова Агент ИП Васильев],1010040815024409,,897010287662382167,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1082,Экоскат Кашалот,98 %,Нет,Нет,5️⃣,0 км/ч,🟢 52,🟢 28 sat,"53,009 V",SCO2-1.63,SIM,QR 1082,-,No,🔴 >10 min,,61.245121,73.437141,Сургут | Парк за Саймой,4 месяца,42-53V,Сургут 2 [ИП Глушкова Агент ИП Мицеля],1010040815024082,,897010287662380468,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1145,Экоскат Кашалот,0 %,Нет,Нет,3️⃣,0 км/ч,🟢 52,🟢 29 sat,529 V,SCO2-1.63,SIM,QR 1145,-,No,🔴 >10 min,,61.340220,73.295688,,2 месяца,42-53V,Сургут 2 [ИП Глушкова Агент ИП Мицеля],1010040815024145,,897010287662380765,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1407,Экоскат Кашалот,0 %,Нет,Нет,3️⃣,7 км/ч,🟡 39,🔴 0 sat,957 V,SCO2-1.56,SIM,QR 1407,-,No,🔴 >10 min,,0,0,,2 месяца,42-53V,Сургут 2 [ИП Глушкова Агент ИП Мицеля],1010040815025256,,897010287662381078,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1418,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,0 км/ч,🟡 39,🔴 0 sat,340 V,SCO2-1.68,SIM,QR 1418,-,No,🔴 >10 min,,0,0,,2 месяца,42-53V,Сургут 2 [ИП Глушкова Агент ИП Мицеля],1010040815024418,,897010287662382449,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1083,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,2 км/ч,🟡 39,🔴 0 sat,295 V,SCO2-1.63,Wi-Fi,QR 1083,-,No,🔴 >10 min,,61.340186,73.295835,,2 месяца,42-53V,Сургут 4 [ИП Глушкова Агент СЗ Мусинянц],1010040815024083,,897010223894093728,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1150,Экоскат Кашалот,0 %,Нет,Нет,3️⃣,5 км/ч,🟡 39,🟢 5 sat,-48 V,SCO2-1.63,SIM,QR 1150,-,No,🔴 >10 min,,61.341683,73.291163,,3 месяца,42-53V,Сургут 4 [ИП Глушкова Агент СЗ Мусинянц],"1,01004E+15",,897010287662383918,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1411,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,0 км/ч,🟢 55,🟢 30 sat,0 V,SCO2-1.63,SIM,QR 1411,-,No,🔴 >10 min,,61.340131,73.295555,,3 месяца,42-53V,Сургут 4 [ИП Глушкова Агент СЗ Мусинянц],1010040815024411,,897010287662383538,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1517,Экоскат Кашалот,0 %,Нет,Нет,3️⃣,0 км/ч,🟡 39,🔴 0 sat,484 V,SCO2-1.63,SIM,QR 1517,-,No,🔴 >10 min,,61.340160,73.295910,,2 месяца,42-53V,Сургут 4 [ИП Глушкова Агент СЗ Мусинянц],1010040815024517,,897010287662381433,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1428,Экоскат Кашалот,69 %,Да,Нет,3️⃣,52 км/ч,🟢 94,🔴 0 sat,"50,341 V",SCO2-1.68,SIM,QR 1428,на линии,Yes,🟢 <5 min,,50.927986,158.521135,,1 час,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024428,,8970147000029135563,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1430,Экоскат Кашалот,0 %,Нет,Нет,3️⃣,54 км/ч,🟢 55,🔴 0 sat,773 V,SCO2-1.68,SIM,QR 1430,-,Yes,🔴 >10 min,,50.988243,158.623603,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],"1,01004E+15",,8970147000029135597,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1448,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟢 55,🔴 0 sat,437 V,SCO2-1.71,Wi-Fi,QR 1448,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024448,,8970147000029135654,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1460,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,53 км/ч,🟢 94,🔴 0 sat,"32,719 V",SCO2-1.71,SIM,QR 1460,-,Yes,🔴 >10 min,,50.922931,158.538593,,1 месяц,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],"1,01004E+15",,8970147000029135621,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1464,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟢 71,🟢 14 sat,"1,138 V",SCO2-1.68,SIM,QR 1464,-,Yes,🔴 >10 min,,49.756271,158.595896,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024464,,8970147000029135498,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1478,Экоскат Кашалот,2 %,Нет,Нет,5️⃣,8 км/ч,🟢 61,🔴 0 sat,"42,248 V",SCO2-1.68,SIM,QR 1478,-,No,🔴 >10 min,,0,0,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024478,,8970147000029135506,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1508,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟢 65,🔴 0 sat,244 V,SCO2-1.68,Wi-Fi,QR 1508,-,Yes,🔴 >10 min,,0,0,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024508,,8970147000029135605,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1513,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟢 61,🔴 0 sat,583 V,SCO2-1.68,Wi-Fi,QR 1513,-,Yes,🔴 >10 min,,0,0,,1 месяц,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024513,,8970147000029135548,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1520,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,8 км/ч,🟢 71,🔴 0 sat,289 V,SCO2-1.68,SIM,QR 1520,-,Yes,🔴 >10 min,,51.166793,158.320746,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],"1,01004E+15",,8970147000029135530,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1523,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟢 68,🟢 10 sat,722 V,SCO2-1.68,SIM,QR 1523,-,No,🔴 >10 min,,50.330676,159.017508,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024523,,8970147000029135688,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1527,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,53 км/ч,🟡 42,🟢 10 sat,773 V,SCO2-1.71,SIM,QR 1527,-,No,🔴 >10 min,,50.926138,158.523463,,3 месяца,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],1010040815024527,,8970147000029135514,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1580,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,9 км/ч,🔴,🔴 0 sat,0 V,SCO2-1.72,Wi-Fi,QR 1580,-,Yes,🔴 >10 min,,0,0,,1 месяц,42-53V,Камчатка [ИП Гросфельд Агент АО КШ],"1,01004E+15",,897010287662382340,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1010,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,2 км/ч,🟡 32,🟢 6 sat,98 V,SCO2-1.65,SIM,QR 1010,-,Yes,🔴 >10 min,,46.946645,142.715931,,3 месяца,42-53V,Сахалин [ИП Гросфельд Агент АО КШ],"1,01004E+15",,897010287662380070,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1013,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,7 км/ч,🟡 48,🔴 0 sat,97 V,SCO2-1.66,SIM,QR 1013,ремонт,Yes,🔴 >10 min,,0,0,,3 месяца,42-53V,Сахалин [ИП Гросфельд Агент АО КШ],1010040815024013,,8970147000029135423,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1037,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,5 км/ч,🟡 36,🔴 0 sat,389 V,SCO2-1.71,SIM,QR 1037,-,Yes,🔴 >10 min,,46.944123,142.715856,,3 месяца,42-53V,Сахалин [ИП Гросфельд Агент АО КШ],1010040815024037,,8970147000029135209,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1041,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,6 км/ч,🟢 55,🔴 0 sat,389 V,SCO2-1.71,SIM,QR 1041,-,Yes,🔴 >10 min,,46.943951,142.717621,,3 месяца,42-53V,Сахалин [ИП Гросфельд Агент АО КШ],1010040815024041,,8970147000029135233,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
